Name,License Description,Application Type,License Term Start Date,License Term Expiration Date,Date Issued,Latitude,Longitude,Location
Rigo'S Cafe,Retail Food Establishment,Renew,01-16-2015,01-15-2017,01-06-2015,41.90925382,-87.64837877,"(41.90925382335916, -87.64837877121674)"
Novedades Mary,Limited Business License,Renew,01-16-2015,01-15-2017,01-14-2015,41.93150542,-87.75669716,"(41.93150541594447, -87.75669715845675)"
History Works,Limited Business License,Renew,09-16-2014,09-15-2016,09-11-2014,41.88670423,-87.62549637,"(41.886704230249315, -87.62549637410729)"
Kiddie Castle,Children's Services Facility License,Issue,09-03-2014,09-15-2016,09-03-2014,41.8126493,-87.72391214,"(41.81264929452027, -87.7239121397429)"
Manny Jewelry &  Design,Limited Business License,Renew,04-16-2014,04-15-2016,04-03-2014,41.88192156,-87.62606306,"(41.88192156256051, -87.62606305984501)"
Farafina'S,Retail Food Establishment,Issue,07-02-2013,07-15-2015,07-02-2013,41.73661152,-87.55126653,"(41.73661151916399, -87.5512665268688)"
S & Z Construction,Limited Business License,Renew,10-16-2013,10-15-2015,09-30-2013,41.94301179,-87.7885261,"(41.9430117919183, -87.78852609550012)"
"Dart Executions, Llc",Limited Business License,Renew,08-16-2014,08-15-2016,08-13-2014,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)"
Jl Harris Transportation,Limited Business License,Renew,08-16-2013,08-15-2015,08-15-2013,41.75935464,-87.66268765,"(41.75935463965918, -87.66268764848408)"
"606 Digital, Inc",Regulated Business License,Issue,10-29-2014,11-15-2016,10-29-2014,41.94189974,-87.65011573,"(41.94189974004855, -87.65011573000348)"
Bp,Retail Food Establishment,Renew,12-16-2013,12-15-2015,11-07-2013,41.85207113,-87.6755623,"(41.852071127711035, -87.67556229949928)"
Subway,Retail Food Establishment,Renew,12-16-2014,12-15-2016,11-17-2014,41.94650439,-87.70929164,"(41.94650438963331, -87.70929164047254)"
Amigo Grocery Store,Retail Food Establishment,Renew,12-16-2014,12-15-2016,12-12-2014,41.90833606,-87.71172871,"(41.90833605669644, -87.71172870735164)"
Building Blocks Learning Academy,Children's Services Facility License,Renew,10-16-2014,10-15-2016,09-22-2014,41.768828,-87.65260541,"(41.768827997910584, -87.65260540548795)"
Frontline Sewer & Water Specialist,Limited Business License,Renew,03-16-2015,03-15-2017,03-16-2015,,,
"Corky'S Catering, Inc.",Caterer's Registration (Liquor),Renew,06-16-2015,06-15-2017,04-23-2015,41.92509497,-87.66425015,"(41.92509496896589, -87.66425014572287)"
Valentina Restaurant,Consumption on Premises - Incidental Activity,Renew,10-16-2013,10-15-2015,10-08-2013,41.7786219,-87.73530382,"(41.778621898429854, -87.73530382261269)"
Jet Rack Corporation,Manufacturing Establishments,Renew,01-16-2014,01-15-2016,12-06-2013,41.77922156,-87.794304,"(41.77922155626026, -87.79430399619393)"
Kitchen Sink,Retail Food Establishment,Renew,07-16-2013,07-15-2015,06-28-2013,41.97806215,-87.65820552,"(41.97806214845714, -87.65820552187341)"
Express Food And Liquor,Package Goods,Renew,05-16-2013,05-15-2015,05-28-2013,41.82344934,-87.6315112,"(41.82344933945207, -87.63151119655043)"
Nine Classic Thai Cuisine,Retail Food Establishment,Renew,12-16-2013,12-15-2015,12-13-2013,41.92506251,-87.63998415,"(41.925062507864006, -87.63998414727996)"
Carol'S Pub Inc,Tavern,Renew,07-16-2013,07-15-2015,07-15-2013,41.96700507,-87.66695423,"(41.96700507358272, -87.66695423206848)"
"European Nail Salon, Inc",Limited Business License,Renew,08-16-2014,08-15-2016,07-11-2014,41.99292041,-87.82153778,"(41.992920414170165, -87.82153777471365)"
Bullchicks,Retail Food Establishment,Renew,08-16-2014,08-15-2016,07-09-2014,41.87422313,-87.62613908,"(41.87422312847768, -87.62613908342945)"
H & K Laundry,Regulated Business License,Issue,12-16-2014,01-15-2017,12-16-2014,41.8380094,-87.64059241,"(41.838009403667726, -87.64059241283425)"
Loomis Food Market,Tobacco Retail Over Counter,Renew,06-16-2013,06-15-2015,07-02-2013,41.76871574,-87.65892186,"(41.76871573470448, -87.6589218559854)"
Darryl Williams,Peddler License,Issue,07-22-2014,08-15-2016,07-22-2014,41.78799238,-87.68524447,"(41.7879923757036, -87.68524446473008)"
Belly Q / Urban Belly Ii,Outdoor Patio,Issue,11-25-2013,12-15-2015,11-25-2013,41.88427445,-87.66243303,"(41.884274448898516, -87.66243302565778)"
"Greenville Mississippi Club, Inc.",Consumption on Premises - Incidental Activity,Renew,09-16-2013,09-15-2015,09-16-2013,41.67803593,-87.63163137,"(41.67803592622016, -87.63163137047623)"
Lopez Plumbing Systems Inc.,Limited Business License,Renew,06-16-2013,06-15-2015,02-05-2014,41.78786933,-87.68261788,"(41.78786932906443, -87.68261788000369)"
Mother Hubbards,Late Hour,Renew,02-16-2014,02-15-2016,02-04-2014,41.8899516,-87.6282288,"(41.889951601607, -87.6282287976515)"
Club Belmont Inc,Tavern,Renew,10-16-2013,10-15-2015,10-02-2013,41.93791461,-87.82319955,"(41.93791461326103, -87.82319954793846)"
Northwest Dental Studio,Limited Business License,Renew,10-16-2013,10-15-2015,10-25-2013,41.94523537,-87.80284617,"(41.94523537334165, -87.80284616883932)"
Capitol Cement Co Inc,Limited Business License,Renew,11-16-2014,11-15-2016,09-25-2014,41.99414982,-87.72903502,"(41.99414982321149, -87.72903502299259)"
Reed-Union Corporation,Limited Business License,Renew,03-16-2015,03-15-2017,03-16-2015,41.89894854,-87.62397499,"(41.898948541729865, -87.62397498768968)"
Newlook Unisex,Limited Business License,Renew,08-16-2014,08-15-2016,08-18-2014,41.84450192,-87.71430613,"(41.84450192402762, -87.71430612594655)"
Maria'S Lounge,Tobacco Retail Over Counter,Renew,11-16-2014,11-15-2016,11-03-2014,41.90339097,-87.671449,"(41.90339097291334, -87.67144899975825)"
Av Maxx Corp.,Limited Business License,Renew,01-16-2015,01-15-2017,12-01-2014,41.96039242,-87.76558763,"(41.96039241706682, -87.76558762790688)"
The Chopping Block,Retail Food Establishment,Renew,05-16-2014,05-15-2016,04-11-2014,41.88807428,-87.6349552,"(41.8880742810662, -87.63495520292739)"
Anger Behavioral Specialists,Limited Business License,Issue,10-17-2014,11-15-2016,10-17-2014,41.69154688,-87.70914323,"(41.691546876511886, -87.70914323412251)"
South Side Fuel Ctr/Dunkin Doughnuts,Retail Food Establishment,Renew,01-16-2014,01-15-2016,11-22-2013,41.82350359,-87.65066638,"(41.82350359266238, -87.65066637652201)"
California Quick Stop Inc.,Tobacco Retail Over Counter,Renew,09-16-2014,09-15-2016,09-08-2014,41.87614565,-87.69630385,"(41.876145648792, -87.69630384866)"
"La Cebollita Grill #2, Inc.",Consumption on Premises - Incidental Activity,Issue,12-27-2013,01-15-2016,12-27-2013,41.85756119,-87.66598939,"(41.857561185250134, -87.66598939271974)"
Taco Burrito King,Retail Food Establishment,Renew,05-16-2014,05-15-2016,03-31-2014,41.87783014,-87.64773606,"(41.87783013580039, -87.64773606109019)"
Sharp Vision Inc,Limited Business License,Renew,06-16-2014,06-15-2016,06-09-2014,41.85388764,-87.63297016,"(41.85388763911751, -87.6329701585942)"
Luis Auto Repair,Motor Vehicle Services License,Renew,06-16-2014,06-15-2016,04-24-2014,41.94711411,-87.65561729,"(41.94711410923347, -87.65561729120712)"
Anna Held Floral Studio,Limited Business License,Issue,07-15-2013,07-15-2015,07-15-2013,41.98347291,-87.65503287,"(41.983472911754426, -87.6550328731429)"
Centro Hispano Business Center Corp,Limited Business License,Renew,07-16-2013,07-15-2015,07-30-2013,41.98010191,-87.66815045,"(41.98010190941327, -87.66815045179683)"
Veronica Seizys,Regulated Business License,Renew,02-16-2014,02-15-2016,12-26-2013,41.90479824,-87.67256167,"(41.904798236945076, -87.67256166525513)"
67Th Wentworth Shell,Filling Station,Renew,10-16-2014,10-15-2016,09-10-2014,41.77280932,-87.62981979,"(41.77280931811419, -87.62981978726347)"
"Jay-Kay Auto Body, Inc",Motor Vehicle Services License,Renew,06-16-2013,06-15-2015,05-28-2013,41.80368983,-87.72331556,"(41.803689828601804, -87.72331556304407)"
P & G Engineering,Limited Business License,Renew,03-16-2015,03-15-2017,02-17-2015,,,
Davis Fence,Regulated Business License,Renew,03-16-2015,03-15-2017,02-20-2015,,,
"Thai Bowl Noodle, Rice And Bubble Tea",Retail Food Establishment,Renew,04-16-2015,04-15-2017,02-27-2015,41.92564379,-87.64924886,"(41.925643784675486, -87.64924886393534)"
Valenti Builders Inc,Limited Business License,Renew,04-16-2015,04-15-2017,03-16-2015,,,
Shoes N More,Limited Business License,Issue,04-23-2015,05-15-2017,04-23-2015,41.75466012,-87.74138476,"(41.75466012439374, -87.74138475860521)"
Rev.Billy'S Chop Shop Inc.,Limited Business License,Issue,09-24-2014,10-15-2016,09-24-2014,41.95992474,-87.682972,"(41.95992473564642, -87.6829720042972)"
Deleece,Consumption on Premises - Incidental Activity,Renew,11-16-2013,11-15-2015,11-14-2013,41.95023994,-87.66395803,"(41.950239935967474, -87.66395803425507)"
K And S Cleaners,Limited Business License,Renew,11-16-2013,11-15-2015,10-07-2013,41.92469728,-87.71835706,"(41.92469727795154, -87.71835706097663)"
"Dabeaz, Llc",Limited Business License,Renew,07-16-2013,07-15-2015,08-01-2013,41.98023558,-87.6684559,"(41.980235578266054, -87.66845590084742)"
Patrick A. Podolak,Peddler License,Issue,04-23-2015,05-15-2017,04-23-2015,,,
Thompson Chicago Hotel,Regulated Business License,Renew,03-16-2014,03-15-2016,03-11-2014,41.90146137,-87.62751462,"(41.90146137010766, -87.62751461949168)"
The Village Well Laundry,Regulated Business License,Issue,12-09-2014,12-15-2016,12-09-2014,41.75902859,-87.57252433,"(41.75902858920018, -87.57252433140158)"
Gomez Tire,Motor Vehicle Services License,Renew,06-16-2013,06-15-2015,09-20-2013,41.82338387,-87.70456802,"(41.823383864926676, -87.70456802362237)"
The Goddess River North,Package Goods,Issue,06-25-2013,07-15-2015,06-25-2013,41.89875669,-87.64287887,"(41.89875668638562, -87.64287886755926)"
Simply Prepaid T Retailer,Limited Business License,Issue,10-10-2014,10-15-2016,10-10-2014,41.85201672,-87.69504571,"(41.85201672299907, -87.69504570885886)"
Bienvenido Food Mart,Retail Food Establishment,Renew,01-16-2015,01-15-2017,12-08-2014,41.91178692,-87.72746898,"(41.911786922532364, -87.7274689821387)"
Masala Indian And Mediterranean Corp.,Retail Food Establishment,Issue,05-19-2014,06-15-2016,05-19-2014,41.97342006,-87.65508564,"(41.97342006256912, -87.65508564145216)"
Ficc Home Health Care,Limited Business License,Renew,07-16-2013,07-15-2015,07-16-2013,41.96786823,-87.76936723,"(41.96786822653563, -87.7693672258992)"
"Bolita Pallet Repair, Inc.",Regulated Business License,Renew,07-16-2013,07-15-2015,07-12-2013,41.89029202,-87.67739453,"(41.890292023949314, -87.67739452998305)"
A & J Dental Lab,Limited Business License,Renew,08-16-2013,08-15-2015,07-30-2013,41.95347972,-87.75179873,"(41.95347971733951, -87.75179873178759)"
Plush Pup,Retail Food Establishment,Renew,09-16-2013,09-15-2015,08-14-2013,41.97685089,-87.83676047,"(41.97685088970827, -87.83676047190316)"
"Eva'S Coffee, Inc.",Retail Food Establishment,Renew,09-16-2014,09-15-2016,09-11-2014,41.90885673,-87.63837516,"(41.90885672611968, -87.63837516274899)"
3 Diamond Nails,Limited Business License,Renew,04-16-2015,04-15-2017,03-16-2015,41.76594062,-87.57871199,"(41.76594061707979, -87.57871199432937)"
Taste Of Peru,Retail Food Establishment,Issue,04-23-2015,05-15-2017,04-23-2015,42.00126001,-87.67155268,"(42.00126001050953, -87.6715526777408)"
"Abc & Me Toddler Center,Inc",Children's Services Facility License,Renew,07-16-2013,07-15-2015,01-21-2014,41.96915696,-87.65802546,"(41.96915695630021, -87.65802546439097)"
N P K Associates,Limited Business License,Renew,06-16-2014,06-15-2016,05-20-2014,41.85761689,-87.63607109,"(41.85761688731556, -87.63607109247158)"
Ac Building Services,Regulated Business License,Renew,09-16-2013,09-15-2015,08-09-2013,41.90085766,-87.73595201,"(41.90085766318939, -87.73595201348984)"
Mbira Technologies Llc,Limited Business License,Renew,02-16-2014,02-15-2016,12-27-2013,41.89018861,-87.63240298,"(41.89018860484728, -87.63240298198046)"
Skyygreens,Wholesale Food Establishment,Renew,09-16-2014,09-15-2016,09-19-2014,41.81060129,-87.66028326,"(41.81060129421089, -87.66028325873228)"
"Mira Fitness, Llc",Limited Business License,Issue,04-23-2015,05-15-2017,04-23-2015,41.87804348,-87.64818021,"(41.878043475002826, -87.64818021093538)"
J. Hess Designs Llc,Regulated Business License,Issue,02-24-2014,03-15-2016,02-24-2014,41.97788131,-87.65660223,"(41.977881312121696, -87.65660222751356)"
Marathon,Retail Food Establishment,Renew,11-16-2013,11-15-2015,01-14-2014,41.89478944,-87.75954728,"(41.894789438599936, -87.75954728056242)"
Shevick Sales Corp,Limited Business License,Issue,07-07-2014,07-15-2016,07-07-2014,41.90467861,-87.71581408,"(41.90467861240927, -87.71581407579205)"
T D Capital Investments,Regulated Business License,Renew,03-16-2014,03-15-2016,02-21-2014,41.81274742,-87.65066589,"(41.81274742437032, -87.65066589354052)"
"Hair Lounge Salon, Inc.",Limited Business License,Renew,12-16-2013,12-15-2015,11-20-2013,41.9682527,-87.73688875,"(41.96825270072637, -87.73688874813652)"
Bartucci,Retail Food Establishment,Issue,12-10-2014,12-15-2016,12-10-2014,41.94242497,-87.80705285,"(41.9424249705119, -87.80705284967007)"
"We Are Mammoth Consulting, Llc",Limited Business License,Issue,08-27-2013,09-15-2015,08-27-2013,41.88596439,-87.65229844,"(41.885964387229095, -87.65229844261356)"
Studio Movie Grill,Public Place of Amusement,Issue,02-27-2015,03-15-2017,02-27-2015,41.73621796,-87.62931044,"(41.736217960782156, -87.62931043653778)"
Giorgio Armani,Limited Business License,Renew,03-16-2015,03-15-2017,04-23-2015,41.89679057,-87.62438066,"(41.896790572038725, -87.62438065544357)"
Lucky Cycle Coin Laundry,Limited Business License,Renew,12-16-2014,12-15-2016,12-02-2014,41.93301721,-87.71364627,"(41.93301721219433, -87.71364626483958)"
West Marine Products,Limited Business License,Renew,03-16-2014,03-15-2016,03-13-2014,41.91087179,-87.64452953,"(41.91087179361389, -87.64452953142776)"
Cosmo Discount,Limited Business License,Renew,12-16-2014,12-15-2016,01-07-2015,41.77108429,-87.58641852,"(41.771084285869996, -87.58641852210906)"
"Arellano'S Permit Expediting, Llc",Regulated Business License,Renew,06-16-2013,06-15-2015,06-07-2013,41.96916986,-87.65700377,"(41.96916985510858, -87.65700377293834)"
Buffet City,Consumption on Premises - Incidental Activity,Renew,10-16-2013,10-15-2015,09-05-2013,41.76558422,-87.72258229,"(41.765584219649504, -87.72258228620703)"
East-West University,Raffles,Renew,10-16-2014,10-15-2015,10-07-2014,41.87162385,-87.62431055,"(41.87162384657216, -87.62431054852696)"
Bp Gas Station,Retail Food Establishment,Renew,10-16-2014,10-15-2016,10-14-2014,41.79405386,-87.63276036,"(41.7940538545927, -87.63276036126142)"
Cy'S King Crab Oyster Bar And Grill,Consumption on Premises - Incidental Activity,Issue,12-05-2014,12-15-2016,12-05-2014,41.89427507,-87.65214171,"(41.894275069642724, -87.65214171428475)"
Mama Made Sweet Potata Pie,Retail Food Establishment,Issue,03-18-2014,04-15-2016,03-18-2014,41.72575134,-87.60442033,"(41.72575134208964, -87.60442032693629)"
"A.N.A. Grocery, Inc.",Retail Food Establishment,Renew,08-16-2013,08-15-2015,08-12-2013,41.76328619,-87.65392395,"(41.76328619188121, -87.65392394509001)"
Cupid Candies Inc,Wholesale Food Establishment,Renew,07-16-2014,07-15-2016,07-01-2014,41.75445965,-87.68281645,"(41.75445964628522, -87.6828164498929)"
Las Tres Campanitas Inc. # 2,Retail Food Establishment,Issue,01-22-2014,02-15-2016,01-22-2014,41.84442156,-87.72010368,"(41.8444215623303, -87.72010367491828)"
Kanellos Shoe Repair,Limited Business License,Renew,11-16-2014,11-15-2016,11-18-2014,41.99661244,-87.76388952,"(41.99661243773141, -87.76388952350432)"
Marketing Support Inc,Limited Business License,Renew,09-16-2014,09-15-2016,07-31-2014,41.88463208,-87.62224799,"(41.8846320757672, -87.6222479910888)"
87Th & Kedzie Currency Inc,Limited Business License,Renew,11-16-2013,11-15-2015,10-11-2013,41.73528726,-87.70268451,"(41.73528725812173, -87.70268451010567)"
"Panoptic - Taris Development, Llc Series 7-Race",Regulated Business License,Issue,01-09-2014,01-15-2016,01-09-2014,41.89245173,-87.69165537,"(41.89245172946034, -87.69165536486639)"
Vernon Hills Heating & Cooling,Limited Business License,Renew,03-16-2015,03-15-2017,03-16-2015,,,
Affito Domus Vendita Holdings Llc,Regulated Business License,Issue,04-23-2015,05-15-2017,04-23-2015,41.90338465,-87.6718859,"(41.90338464659639, -87.67188589890978)"
Miska'S Liquor,Package Goods,Renew,06-16-2014,06-15-2016,06-10-2014,41.77777836,-87.78178694,"(41.777778359158, -87.78178694228211)"
Staples Tax Service,Limited Business License,Renew,10-16-2013,10-15-2015,12-16-2013,41.76447117,-87.69034992,"(41.76447116628271, -87.6903499163202)"
Charles E Larson & Sons Inc,Limited Business License,Renew,01-16-2015,01-15-2017,12-10-2014,41.9293665,-87.7316701,"(41.929366497904915, -87.73167009969146)"
Natalia Beauty Salon,Limited Business License,Issue,08-28-2014,09-15-2016,08-28-2014,41.91895005,-87.72646686,"(41.918950050892114, -87.72646685773981)"
Joanni Design,Limited Business License,Renew,11-16-2013,11-15-2015,10-15-2013,41.92826462,-87.80625832,"(41.92826462171083, -87.80625831586322)"
Basile'S Construction Inc.,Regulated Business License,Renew,11-16-2013,11-15-2015,11-08-2013,41.91991719,-87.7169996,"(41.91991719032212, -87.7169995962764)"
Golo,Tobacco Retail Over Counter,Issue,12-17-2013,12-15-2015,12-17-2013,41.78686711,-87.64967887,"(41.786867109468275, -87.64967886462313)"
Romaine Empire Inc.,Food - Shared Kitchen Long-Term User,Issue,07-12-2013,07-15-2015,07-12-2013,41.88430945,-87.64502966,"(41.884309448848555, -87.64502966224885)"
State Discount Wholesale,Tobacco Retail Over Counter,Renew,05-16-2015,05-15-2017,04-23-2015,41.7652876,-87.62475475,"(41.76528760148036, -87.62475475049871)"
Murphy & Miller Inc,Limited Business License,Renew,05-16-2014,05-15-2016,04-07-2014,41.86982575,-87.64234896,"(41.869825746792536, -87.64234895748427)"
Phillips 66,Retail Food Establishment,Issue,10-21-2014,11-15-2016,10-21-2014,41.88541391,-87.68640078,"(41.885413913531195, -87.68640077849251)"
Plateria Stephanie,Limited Business License,Renew,11-16-2013,11-15-2015,11-15-2013,41.90233166,-87.74045895,"(41.902331662977616, -87.74045894485229)"
Bosna Tv,Limited Business License,Issue,09-10-2014,09-15-2016,09-10-2014,41.98082554,-87.69264929,"(41.980825541724606, -87.69264928893908)"
Prometric Test Delivery,Limited Business License,Renew,03-16-2014,03-15-2016,03-12-2014,41.88243401,-87.63103701,"(41.88243401155929, -87.63103701420854)"
Thomas J. Davis,Peddler License,Issue,03-19-2014,04-15-2016,03-19-2014,42.00822127,-87.67393372,"(42.00822126786242, -87.67393371996435)"
